Name,Year Published,Users Rated,Rating Average
Missionary: Impossible,1996,37,5.14
Clue: Secrets & Spies,2009,235,5.43
Monopoly: World of Warcraft Collector's Edition,2012,199,5.63
Heli Hopper,2007,60,5.21
Banana Party,2013,90,5.29
Trivial Pursuit For Kids,2004,38,4.96
Rocket Game,2011,42,5.05
Zogar's Gaze,2013,145,5.55
Edge City,1994,46,5.08
Eine gegen Eine,2009,40,5.03
Skip-Bo Junior,2003,91,5.3
Misantropia,2016,56,5.44
Countdown,1982,73,5.29
Crazy Old Fish War,2008,40,5.18
Railroader,1963,114,5.38
UnNatural Selection,2013,90,5.4
Disorder,2006,71,5.23
Frog Rush,2011,76,5.25
Z First Impact: Opus 1 Chapter 1,2014,36,5.23
The American Civil War,2001,398,5.67
Scrambled States of America 2,2005,31,4.88
Rondo,1997,47,5.09
A Conclave of Wyrms,2010,73,5.38
Dinosaurs Extinct?,2006,41,5.14
Amazones,2006,53,5.1
Dimension Demons,1981,54,5.14
Outburst Junior,1989,160,5.39
Living Labyrinth,2008,95,5.43
Operation: Kindergarten,2015,65,5.32
Orange Quest,2015,39,5.65
Tales & Games: Baba Yaga,2013,414,5.49
Rio Grande:  The Battle of Valverde,1991,58,5.28
Gute Freunde,1988,40,4.9
Pipeline,1993,166,5.48
Alerta Roja,0,70,5.24
Taggle,2011,117,5.4
We Detectives,2015,36,5.21
Skibe,2016,54,5.16
Junggle,2017,34,5.06
Saqqara,2012,56,5.17
Mâamut,2009,73,5.21
Spooky Castle,2016,115,5.41
El Palé,1935,88,5.54
United Square,2011,112,5.4
Drachenjäger von Xorlosch,2006,65,5.19
Whosit?,1976,109,5.35
Escape from Sunset Island:  Zombie Apocalypse Simulator,2013,83,5.93
Epic Death!,2014,102,5.46
Zwickern,1999,32,4.87
Rapido,2005,30,4.85
Firefly: Fistful of Credits,2015,87,5.33
Das Gold der Maya,1997,46,5.0
8 the Liar,2014,37,4.85
Monopoly: The Lord of the Rings Collectors Edition,2005,45,5.95
Weird Things Humans Search For,2018,115,5.37
Shit Happens,2016,546,5.51
Trick-Taking: The Trick-Taking Game,2016,74,5.21
Monopoly: Spider-Man,2002,53,5.15
Awful Fantasy: The Card Game,2017,115,5.52
Wahoo,1930,60,5.25
Stadens Nyckel,1998,117,5.27
Zoneplex,2012,70,5.73
BrainBox: World,0,65,5.42
Yummy Yummy Pancake,2017,86,5.43
Alchemy!,2014,107,5.7
GG,2016,66,5.38
4th Dimension,1977,78,5.28
Crosstrack,1994,95,5.35
Letra-Mix,1977,124,5.35
Whad'Ya Know?,2003,62,5.17
Sorry! Revenge Card Game,2009,290,5.44
Monopoly: Marvel Avengers,2015,64,5.4
Flipping Flags,2015,31,4.85
Balance of Power,2012,111,5.52
PBL Robots,2015,42,5.32
Don't Wake the Dragon!,1986,56,5.34
Politika,1996,39,5.0
POOP: Party Pooper Edition,2015,37,5.05
Turbulent Top,1996,59,5.16
Vector 3,1979,77,5.22
Perpetual Notion,1993,58,5.19
Sanitarium,2012,166,5.4
Monopoly: Simpsons Treehouse of Horror,2005,56,5.61
Sangoku,2016,30,4.94
War II,1981,207,5.58
The Quest of the Philosopher's Stone,1986,155,5.4
Race,1984,30,4.86
My First Rummikub,1995,62,5.16
SchreckLicht,2006,48,5.07
Ninja Wars,1998,31,4.68
Touché,1979,358,5.49
Elementals,2005,38,4.97
Europareise,2007,55,5.22
Hit the Deck,2009,38,5.04
Best of British,2010,39,5.14
Greedy Wizards,2013,38,5.2
Hand Made Wonders,2014,58,5.18
Combat Command: Tactical Armored Warfare,1972,41,5.12
Back Off! Buzzard,1990,41,5.05
Hercules: The Legendary Journeys,1998,33,4.97
Lotus,1998,210,5.39
Tears of the Dragon,2003,63,5.22
SPI Football,1980,30,4.93
Balancing Aliens,2003,76,5.23
Time Jockeys,2016,46,5.06
Utter Nonsense,2014,221,5.5
On Top,2008,56,5.1
Santa VS Jesus,2016,65,5.29
Trivial Pursuit: All American Edition,1993,63,5.26
Ballons,2003,82,5.25
Santa Timea,2009,67,5.24
Wolsung: The Boardgame,2008,218,5.47
Junior Alias,1994,81,5.29
Chicago,1986,186,5.39
Are You Normal?,2013,30,4.8
Chute-5,1973,42,5.0
8-28,2015,116,5.32
Twelve Caesars,1997,32,4.76
Cows Can't Dance (But They Like to Be Asked!),1996,41,5.0
Election USA,2004,72,5.12
Bad Grandmas,2011,43,5.07
Extinction,1993,42,5.02
Banana Bandits,2016,192,5.44
Skräll,2007,44,5.74
Sunblock,2011,64,5.22
Celtyckie Miecze,1993,32,4.84
Malta Convoy: Operation Pedestal,2001,33,4.94
Bounty,2000,83,5.32
Adventurer: Card Game,2007,39,5.07
Quick Wit,1987,58,5.21
Deck Building: The Deck Building Game,2015,394,5.44
Waterworks,1972,1904,5.53
Tempest of the Gods,1995,31,4.83
Carmarace,2014,55,5.15
Scrabble Rebus,1986,31,4.89
MythBusters: The Game,2010,32,4.99
Damn the Torpedoes!,1995,37,4.94
Murphy,1989,37,4.91
Paititi,2014,73,5.22
MimiQ,2011,81,5.26
Harry Potter Hogwarts Dueling Club Game,2004,43,5.13
Riddles & Riches,1996,41,4.95
VH1 Pop Up Video Game,1999,42,4.92
Joomba!,2012,66,5.27
Space Checkers,2006,47,5.01
Berzerk,1983,38,5.0
Quest Cards,2005,38,5.03
"Ship, Captain, and Crew",0,50,5.2
Wind & Wetter,2007,76,5.2
Soccerama,1968,34,5.1
Migrato,2013,102,5.28
Trivial Pursuit: Star Wars - Episode I,1999,39,4.74
Power Barons,1986,178,5.43
The X-Files Collectible Card Game,1996,365,5.57
Monopoly: Spanish,1985,85,5.4
Alchemist Academy,2013,42,5.0
Derby Days,1989,41,4.97
Back to Iraq,1993,77,5.32
Bowling for Zombies!!!,2013,45,4.91
Casino Hot Dog,2008,47,5.03
Peasant Buffet,2015,75,5.43
The Witcher,2007,34,5.2
Scandinavia and the World: A Heap of Trouble,2017,49,4.94
5 Alive,1990,304,5.47
Fredericus,2005,168,5.38
Pergamemnon,2011,197,5.41
Virus & Co,2002,92,5.24
Pivot,1998,80,5.19
CatTube Famous,2015,32,4.79
Kismet,1963,232,5.46
Splash Attack,2005,103,5.29
Rhino Hero: Active Kids,2017,36,5.08
The Bionic Woman,1976,40,4.88
Monopoly: The Legend of Zelda,2014,316,5.56
Свинтус,2006,186,5.43
"Si, Oscuro Padrino!",2007,113,5.45
Surviving: One month in,2015,52,5.26
Tis The Season: Christmas Trivia,1988,33,4.91
NECTAR,2016,31,4.84
Geni!,0,30,4.77
Monopoly: Crazy Cash,2009,42,5.22
The Red Dragon's Lair,2014,44,6.14
My Word,1980,46,5.12
The Real Ghostbusters Game,1986,97,5.37
Eagles of the Empire: Napoleon in the Desert,2002,59,5.14
Apache: A Game of the Old West,1981,39,5.13
Candy Land Castle,2007,33,4.89
Cul-De-Sac Conquest,2016,52,5.42
Hot Spot,1979,76,5.2
Nmbrs!,2009,54,5.08
Monopoly: My Marvel Heroes,0,30,4.76
Zombies!!! The Card Game,2012,119,5.36
Frik,1986,42,5.07
Yum,1959,119,5.25
Corda,1982,37,4.89
Doomtrooper,1994,476,5.65
Beim Zeus!,1997,74,5.22
Pipeline,1988,86,5.23
Imaginiff,1998,1448,5.53
Arena of Death,1980,81,5.29
London 1888,2005,113,5.38
Serendipity,2008,35,5.04
Ergo,2009,201,5.5
Funny Bunny,1999,731,5.5
Valiant Universe: The Deckbuilding Game,2016,48,5.34
Da geht was ab im Morgenland,1999,38,4.81
Finity,2019,30,5.13
Masters of the Universe 3-D Action Game,1983,30,4.92
UNO: Disney Princess,2004,30,4.85
The Disneyland Game,1990,30,4.85
Napoleonic Battles: Austerlitz 1805,2007,49,4.88
Twisted Fish,2006,47,5.19
Barbeque Party,2011,43,5.07
Uno Tippo,2009,39,4.79
Engineering Ants,2015,37,4.98
Lightning Reaction,0,109,5.36
Mother Sheep,2006,161,5.37
Banana Republic,1993,159,5.36
We Are Dead: Zombie Mall Massacre,2014,81,5.16
Airlines: United States Set 2,1998,89,5.3
The Great Snowball Battle,2014,86,5.4
Knock Out,1978,44,5.09
Sum Swamp,2002,89,5.4
Triazzle,1998,39,4.91
Deadland,2017,46,5.29
Battle Platform Antilles,2000,39,5.08
Word Pirates!,2008,50,5.12
La Criatura,2016,31,4.65
Haps,2000,30,4.8
Chaos Marauders (Second Edition),2009,821,5.49
Trivial Pursuit: 10th Anniversary,1992,51,5.08
This Vs That,2003,46,4.93
Take Off!,1987,150,5.42
Husker Du?,1970,97,5.42
Marvel Trivia Game,2003,30,4.52
Oh What a Mountain!,1980,41,4.96
Dweebs Geeks & Weirdos,1988,32,4.92
What's in Ned's Head?,2003,57,5.12
Banditos,2012,77,5.28
Fight City,1999,183,5.44
The Best of TV and Movies,2012,107,5.43
Shelby's Snack Shack Game,0,31,4.7
Oppai Go,2016,63,5.56
Bubble Talk,2010,231,5.44
Bandits on Mars,2016,107,5.45
Orangino,2002,44,4.85
Politisk ukorrekt,2015,71,5.36
Humpty Dumpty's Wall Game,2009,78,5.21
Qubic,1947,203,5.37
Dragonriders of Pern,1983,146,5.39
Jaunty Jalopies,2002,37,4.85
Monopoly Free Parking Mini Game,2009,53,5.06
Golf,0,256,5.44
Miskatonic School for Girls,2012,790,5.52
ZomBee,2015,33,4.95
J.U.M.P. Into the Unknown,1999,101,5.36
Arkham Ritual,2017,176,5.38
Die Weinhändler,2000,59,5.09
Alien Invasion,2014,51,5.08
Lemony Snicket's A Series of Unfortunate Events: The Catastrophic Card Game,2004,34,4.88
Professor Tempus,2013,54,5.06
Hamunaptra: Aventures dans la Grande Pyramide,2010,118,5.38
Titus,2000,84,5.22
Blood of the Werewolf,2013,72,5.27
Campbell's Alphabet Dice Game,2011,60,5.33
Cup of Bluff,2016,35,4.82
Hexxagon,1992,129,5.35
Guess Where?,2004,82,5.19
Tetris Tower 3D,2003,58,5.13
Monkey Madness,2001,149,5.32
Tau Ceti: Planetary Crisis,2017,118,5.51
Doubletrack,1981,41,5.11
Who Wants to Be a Millionaire Junior,2000,34,4.79
Chameleon,2005,34,4.78
UNO: Harry Potter,2000,295,5.5
Pirate and Traveler,1908,75,5.29
Ninja Rush,2018,33,4.83
Bunker Poker,1999,40,4.86
Zombie-opoly,0,36,4.42
Brin de Jasette,2006,31,4.63
Tellstones: King's Gambit,2020,285,5.5
The Princess and the Pea,2004,172,5.43
Antarctica,2006,31,4.91
Cro-Magnon,2007,151,5.34
StrataGem,2004,114,5.29
Hans Dampf,1989,41,4.86
Mad QUAO,2013,55,5.21
Gierki Małżeńskie,2015,204,5.5
Schafe Schnappen,2007,31,4.93
Gangster II: Le Pro,2004,134,5.45
Camper Tour,2007,51,5.01
Scene It? Disney,2004,447,5.53
The Twilight War,1984,42,5.09
Falling,1998,1382,5.49
Civility,2014,72,6.15
War Cards,2010,86,5.24
Wangaratta,1956,36,4.86
Dschingis Khan: Bewegung an der Großen Mauer,2006,85,5.23
Gold Ahoy!,2014,323,5.45
Monopoly: The Wizard of Oz - Collector's Edition,1998,39,4.63
Phase 10 Master,2008,509,5.45
Farm Families,1996,31,4.71
Startup Fever,2012,86,5.49
Catan: Chocolate Edition,2015,41,5.01
7 Safari,2000,102,5.28
Seas of Iron,2013,38,5.42
Dark Victory: The Battle of the Alamo,1997,34,5.19
Agent Doppelnull,2011,31,4.94
Piratenpoker,1998,30,4.73
Long Cours,1959,64,5.14
Kivi,2016,73,5.14
The All Canadian Trivia Board Game,1997,30,4.63
F*ck This!,2003,36,4.83
Nibelungen,1992,36,5.08
The Shining: Escape from the Overlook Hotel,2020,30,5.27
Scavenger Hunt,1983,61,5.12
G.I. Joe Adventure Board Game,1982,35,4.86
Cash Flow,1987,33,4.93
The Top 10 Game,2003,35,4.67
Alpen Roulette,1965,62,5.0
iGranie z Gruzem,0,129,5.36
eBay: The Card Game,2001,59,5.12
60 Seconds to Save the World,2017,72,5.09
Pop Belly,1999,82,5.22
Sweet Valley High,1988,50,5.29
Fishing for Terrorists Version 2.0,2008,98,5.31
Black Stories Junior: Green Stories,2009,50,4.99
Amos Daragon,2008,35,4.79
My Dwarves Fly,2004,389,5.49
Stacrobats,1970,185,5.34
Moonstar,1981,85,5.23
Jumping Jack,2013,49,4.98
Walk the Plank,2007,71,5.22
Monopoly: Dutch Edition,1961,41,4.92
Sword & Skull,2005,741,5.48
Megastar,2006,493,5.43
Toss Your Cookies,2007,161,5.38
Acrobats,1989,39,4.78
NinjaGO,2011,44,4.92
Bram Stoker's Dracula: The Board Game,1992,55,4.94
Dragon,2006,43,4.85
Descent: Legends of the Dark,2021,66,5.05
How to Human,2014,55,5.08
Stranger Things: Eggo Card Game,2017,83,5.2
Sneeze,2005,46,4.94
Armor Supremacy,1976,33,4.73
Landyland,1998,33,4.73
Coco Crazy,1992,264,5.42
Escape The Night: The Board Game,2020,44,7.44
Destination London,2004,35,4.7
Estanciero,1942,64,5.31
Mister Bill,2004,86,5.2
Nizza,1993,32,4.66
4th Corner,2007,32,4.81
Mondo: Der rasante Legespaß,2015,64,5.09
Abracadabra,2004,110,5.27
Uskoci: A Card Game of Croatian Pirates,2010,93,5.47
Eye 'N Seek,2017,31,4.68
Dying Lights,2003,57,5.04
Avalon Hill Game Company's Game of Trivia,1981,43,5.0
Shoot Out,1995,128,5.27
Media Mogul,2004,32,4.7
Monopoly: Looney Tunes,2000,69,5.04
Trivial Pursuit: Volume 6,2003,251,5.43
Spontuneous,2010,70,5.15
Redakai,2011,110,5.62
Wands,2014,37,5.0
Pictionary: Bible,1987,35,4.82
Battlecards: World Conflict - Western European Campaign - Starter Set,2001,162,5.42
Big Badaboom,2012,74,5.34
Aura Poku,1993,43,4.76
Wildside,2003,34,4.76
Mermaid Island,2011,67,5.2
Exile Sun,2012,150,5.43
Objective: Tunis,1991,67,5.17
Skullduggery,2006,58,5.13
Coffee!,2002,30,4.65
Ghostly Galleon,1991,88,5.26
Awans: Zostań Marszałkiem Polski,2009,43,4.88
Doctor Who: The Game of Time & Space,1980,231,5.38
Tri-Trac,1980,39,4.87
Bionic Crisis,1975,50,5.02
Shark Island,2017,134,5.36
Tummy Ache,1973,48,5.04
Spanish Civil War Battles: Vol. 2 - Guadalajara & Penarroya,2003,54,4.96
A Dog's Life,2017,187,5.61
Picture Pursuit,1994,43,4.85
Oxford Dilemma,1998,48,4.98
Unita,2014,124,5.43
Hunter's Guild: The Vampire Forest,2014,75,5.37
Starleader: Assault! - A Futuristic Man-To-Man Combat Game,1982,39,5.04
Differix,1974,40,4.84
Hocus Focus,1998,63,5.04
Billy Biber,2009,134,5.27
Monopoly: The Simpsons Electronic Banking Edition,2009,34,4.91
Totem,2016,56,5.06
Interstellar Wars,1982,31,4.94
Pride and Prejudice: The Game,2002,30,4.53
Isegrim,2011,34,4.72
Grand Prix,1998,31,4.6
Zug nach Westen,1987,80,5.2
Terra Evolution,2011,252,5.43
The Dinosaur Game: Survival or Extinction,1995,58,5.17
Restaurant,1987,58,5.14
Fantasy Dice Battles,0,49,4.95
Wildlife DVD Boardgame,2006,47,4.95
Monopoly: Elvis Presley 25th Anniversary,2003,32,4.43
Caravans of Ahldarahd,2005,46,5.0
Schnipp Schnapp,1900,35,4.93
Questo Gioco del Ca... lcio,2003,47,4.96
Archimedes,1981,42,4.83
TriBond Card Game,2000,41,5.01
High School Drama!,2006,173,5.41
Deus Vult!,2005,84,5.22
Ninjago: The Board Game,2011,154,5.38
Guru,2006,57,5.05
Pacific War Classics Vol 1: Tarawa & Saipan,1992,34,4.56
Bad Babiez,2005,78,5.22
Killer Bunnies and the Ultimate Odyssey,2010,102,5.31
LEGO Constructionary Game,1999,31,4.56
Monopoly: Doctor Who,2011,51,5.23
Forgotten Axis: Murmansk 1941,1999,36,4.89
Diên Biên Phu,1980,30,4.7
Electronic Pictionary Man,2008,306,5.42
Card Rogue,2016,97,5.41
Battle for Basra,1991,62,5.39
Monopoly: Justice League of America,1999,66,4.9
Laser Cat Attack!,2014,42,4.92
Tue Fourre Marie... et pire encore!,2015,38,4.62
The Grand Alchemist,2000,42,4.88
Sushi Roll!,2009,134,5.37
Pechvogel,2018,135,5.31
Bubble Bomb,2015,37,4.74
Start Your Own Riot!,2002,35,4.71
Höhlengrölen,2002,33,4.68
Ali Baba,1993,61,5.03
World Championship Dodge Ball,2005,32,4.59
The Smurf Game,1981,31,4.71
Million Dollars But... The Game,2016,255,5.5
The Addams Family Family Reunion Game,1991,35,5.0
Disney Pictionary DVD Game,2007,38,4.68
Proton,1998,55,4.96
Appletters,2009,184,5.34
Loaded Questions: Adult Version,2007,161,5.55
Undercover in Europa,2009,51,4.96
Bewitched,1988,41,4.88
Shanghai,1997,140,5.33
Ruddy Vikings,2015,50,4.93
Ein Nilpferd kommt selten allein,1993,44,4.92
CIA: Collect It All,2018,64,5.0
Larry,2007,32,4.61
Weed!,2002,113,5.32
Monopoly: Transformers,2007,84,5.25
Die Drachenbändiger von Zavandor,2006,62,5.05
90°,2008,51,7.76
Bunny Hop,2005,33,4.53
Crazy Crocodiles,1988,38,4.99
Krusade,2005,35,4.72
First to Reverse,1988,41,4.74
Zakgeldspel,1996,30,4.59
Goldrush-City,2001,38,4.76
Rainbows,1995,74,5.13
BoardGameGeek: The Card Game,2015,163,5.41
Astérix et les Romains,1990,76,5.11
Star Wars: Yoda the Jedi Master,1981,30,4.35
The X-Files Trivia Game,1997,33,5.08
X-Men: Crisis in the Danger Room,1994,30,4.48
Jailbreakers: Plan Your Escape,2015,72,5.09
Owzthat,0,51,5.07
Bible Challenge,1984,48,4.92
3D Tic Tac Toe,0,38,4.81
Heuchel und Meuchel,1990,79,5.11
Ninjutsu: Battle of the Ninjas,2011,32,4.62
Marvel Trivia Game,2001,49,4.89
Atmosfear: The DVD Board Game,2003,879,5.62
Destruct 3,2005,87,5.19
6 Billion,1999,138,5.34
Exploding Kittens: Newbie Edition,2017,49,5.05
Battleship,2014,84,5.25
Kakerlakak,2015,145,5.32
Karate Fight,2014,64,5.12
Hexus,2008,31,4.87
Dead End,2007,168,5.41
The Game of CHIPS,1999,44,4.87
S-Evolution,2013,159,5.37
Temple Run: Speed Sprint Card Game,2012,78,5.08
Recess!,2006,98,5.11
Six Cubes,1989,70,5.29
Pizza XXL,2014,47,5.03
Monopoly City,2009,976,5.59
The Dangerous Book for Boys Game,2008,38,4.7
The Last Banquet,2012,318,5.51
Geeks: The Convention,2001,44,4.66
Master of Orion: Conquest,2017,44,4.86
Balance,1990,63,4.99
Black Stories Mystery Edition,2007,311,5.48
Fowl Play,2002,44,4.83
"Run for Your Life, Candyman!",2005,423,5.49
Bunte Vögel,2004,40,4.77
Flock,2016,196,5.4
Beware of the Dog,2006,58,5.2
Habana Taxi,2004,31,4.52
Dumb Ass,2010,68,5.12
Angry Birds: Star Wars - Jenga Death Star Game,2012,75,4.98
Dagon contra el Hechicero de los Reinos Negros,1985,42,4.82
Virus the Card Game,2014,35,4.71
The Dick Tracy Game,1990,31,4.71
Herd Your Horses,1993,101,5.33
Habitat,2008,250,5.45
Angry Dice,2014,109,5.27
Ninety-Nine,0,30,4.53
Clever Endeavor,1989,213,5.3
Gangster,1994,46,4.85
3012,2012,300,5.46
Piston Cup,2008,53,4.95
Survivor: The Game,2005,34,4.66
King's Vineyard,2010,175,5.4
Snail Race,2000,71,5.09
Dragon Master,1987,66,5.12
Kismet,1997,73,5.18
Stop,2001,30,4.69
WWF Wrestling Challenge,1991,37,4.71
Best of TriBond,2001,160,5.38
500 Malicious Cards,2014,39,4.57
Galapagos,2010,130,5.3
Beer & Vikings,2012,78,5.27
Adversity,2003,44,4.96
Monopoly: Scooby-Doo! Fright Fest,2000,52,5.07
Noches de Sangre,2015,210,5.41
Ducklings: A Game About Parenting!,2017,34,4.69
Super WHY ABC Letter Game,2009,33,4.5
Hedbanz for Kids,0,317,5.36
Teraforming,2006,35,4.54
Top Hats,1997,33,4.59
Get Nifty,2005,31,4.74
Book of Mormon Battles,2004,32,4.49
Jump!,1998,83,5.16
"Zobmondo!! Would You Rather...? twisted, sick and wrong",2002,32,4.44
Hail to the Chief,1987,30,4.37
Roope-Setä Liikemiespeli,2010,30,4.93
Totem Land,2007,47,4.84
Yahtzee Turbo,2006,50,4.98
GoLong Football Dice Game,2008,94,5.23
Harry Potter and the Chamber of Secrets Trivia Game,2002,60,5.0
Blockhead!,1952,282,5.42
Rum Rebellion,1983,30,4.64
Firefly: Shiny Dice,2015,572,5.45
Daring Eagle,2003,31,4.8
The Dukes of Hazzard Card Game,1981,35,4.7
Dingo,1985,51,4.99
Gearworld: The Borderlands,2013,359,5.45
Rooster Rush,2016,58,5.09
Scrabble Apple,2009,77,5.09
Rock Trivia,1987,47,4.82
Market Day,1984,49,5.31
Battleship Command: Pirates of the Caribbean,2006,101,5.22
Crisis: Tokyo,2013,92,5.19
Monopoly: Moscow,1996,52,4.96
Bataclan,1997,43,4.78
Over Under Game,2011,30,4.75
Atlantida,2011,35,4.79
Bravest Warriors Co-operative Dice Game,2014,152,5.33
Hypnose,2017,34,4.61
Those Pesky Garden Gnomes,2012,67,5.06
The Voting Game,2014,312,5.53
RuneCast,2015,43,5.15
Dilbert: Escape from Cubeville,2009,50,4.99
Ice Cold Ice Hockey,2014,54,4.99
Mad About Movies!,1997,35,4.64
Jolly Octopus,2010,44,4.79
UNO Spin,2005,345,5.53
Inner Circle,1981,342,5.4
Save the President,1980,45,5.0
Meschugge,1988,34,4.6
Don't Be A Dork: The Ultimate Party Adventure Game!,2003,41,4.58
Die Augen der Kali,1989,31,4.51
Climate-Poker,2009,42,4.8
Trivial Pursuit Steal Card Game,2009,250,5.44
Bard Saga,2017,33,4.57
Personally Incorrect,2013,148,5.68
Spuzzle,2010,47,4.84
Rollin' Bones: Pirates of the Caribbean (On Stranger Tides) Dice Game,2011,50,4.87
Bonje in de stal,2014,73,5.05
Humm...ble,1991,36,4.38
Porca Miseria,1999,47,4.93
Trivial Pursuit: Genus IV,1996,997,5.53
The Inventors,1974,329,5.51
"Remagen: Bridgehead on the Rhine, March 1945",1976,41,4.87
Machu Picchu,1998,49,4.84
Dracarys Dice Don't Get Burned!,2018,86,5.33
ToeShamBo,2019,103,5.28
Section X,2006,83,5.13
Mind Twist,2007,33,4.46
Ulcers,1969,170,5.4
Fight Klub,2008,42,4.95
Rubik's Revolution,2006,41,4.74
Pirates vs. Ninjas,2012,56,5.06
Where in the USA is Carmen Sandiego?,1993,112,5.31
Don't Let the Pigeon Drive the Bus Game!,2010,44,4.81
Drachenfels,1986,41,4.91
Schlafmütze,2015,33,4.6
Sicilianos,2004,96,5.16
Fighting Fantasy Battle Cards,1993,46,4.85
Hatch:  the Dragonology Card Game,2006,48,4.94
Shark Bite,2017,38,4.9
City Blocks,2013,106,5.22
Into the Forest,1974,41,4.67
Card Caper,1997,41,4.61
Défis Nature,2009,43,4.98
Inkognito: The Card Game,1997,535,5.44
DEER LORD!,2015,169,5.52
Wobble,2010,101,5.27
Monsters & Maidens,2014,166,5.32
Ultra Ducks,1998,38,4.71
The 7th Dwarf,2014,102,5.17
Monopoly: Vintage Game Collection,2005,122,5.37
The Legend of Zelda,1988,58,4.93
Huída del Imperio Cobra II,1983,33,4.55
Geld & Börse,1987,59,5.02
Monopoly: NFL Official,1998,69,5.13
Camelot,2005,132,5.29
Monopoly: Pirates of the Caribbean,2006,41,4.87
SuDoku: The Card Game,2006,128,5.25
Amazed: the Game,2018,72,4.94
Fossil,1998,662,5.44
Champion of Earth,2017,31,4.5
I Will Survive,2011,113,5.24
West Wall,1984,39,5.01
Bananas,2011,56,4.68
Joe Name It,2011,153,5.35
Weakest Link,2001,47,4.81
Beirut ‘82: Arab Stalingrad,1989,71,5.17
El Capitán Alatriste,2002,122,5.13
Fantasy Adventures,1995,38,4.66
Millionær,1982,37,4.72
Zoo Yatzy,2011,32,4.5
UNO Stacko,1994,584,5.49
Gerüchteküche,2000,72,5.08
Monopoly: Coca-Cola Collector's Edition,1996,50,4.66
1001 Karawane,2007,72,5.09
4 en Letras,2014,100,6.07
Digimon Digital Monsters,2000,38,4.7
Speak Out: Kids vs Parents,2017,31,4.53
Mental Floss Game,2005,81,5.25
Gold!,1981,47,4.99
Balanx,1993,165,5.33
Station Manager,2002,115,5.22
Kitty Chaos,2005,44,4.72
Monopoly: Muppets,2003,38,4.78
Pick the Lock,2016,84,5.15
7 Deadly Sins,2003,40,4.77
Trivial Pursuit: Family Edition,1993,674,5.48
ReFraze,2000,34,5.06
Ocean,1999,48,4.77
Legends of Signum: Battle for Vallor,2018,42,6.51
Elementalis,2006,44,4.71
Pokémon Jr. Adventure Game: Pokémon Emergency!,2000,73,5.21
Donkey Kong,1981,123,5.26
Are You Afraid of the Dark?,1995,36,4.71
Lightning: War on Terror,2005,61,4.88
Scrabble Card Game,1997,277,5.45
Ab die Post!,1996,198,5.29
Kazaam Dice,2009,49,5.02
The Wrong Game,2006,32,4.59
Treasure Quest,1996,66,4.99
Hirelings: The Ascent,2012,61,5.07
Win/Lose Revolution,2015,79,5.13
Zero Hour: Survival Horror Card Game,2014,35,4.55
Magical Maze,1994,117,5.29
The ElfQuest Boardgame,1986,59,5.03
Out of the Woods,2018,59,5.48
Sherpa,2007,34,4.5
Irrational Game,2016,60,4.92
Star Wars: Angriff der Rebellen,2011,65,4.84
Trivial Pursuit: 1960's Edition,1990,64,4.97
Yundao,2004,71,5.04
The Rolling Moon,1959,47,4.72
GemBlo Pyramid,0,48,4.86
Scene It?: The DVD Movie Game,2002,1443,5.51
Monopoly: Singapore,2000,39,4.61
FATAL,2007,44,4.67
Spawn: The Game,1995,30,4.26
Star Patrol: Carrier Commander,2015,88,5.12
Diggity Dog,1999,51,5.02
Primo,2013,35,4.53
Lie Detector: The Crime Solving Card Game,2006,70,4.98
Stop it!,2003,31,4.43
Monopoly: Disney Theme Park,2002,40,4.53
Monopoly: Clone Wars,2008,93,5.13
The London Game,1972,240,5.37
Azuchi Castle,2016,60,4.93
The Guinness Game of Records,1988,34,4.4
Inwigilacja Luksusowa,2008,42,4.65
Corx,1999,58,5.05
Monopoly: 1935 Commemorative Edition,1985,93,5.24
Duel Masters: Battle of the Creatures Board Game,2004,30,4.45
Double Trouble,1987,40,4.8
Number Please!,2011,30,4.5
The Hammer of Thor: The Game of Norse Mythology,1980,60,4.95
Eragra: The Game of Eras and the First Step,2011,41,5.41
Funny Bones,1968,112,5.22
Frog Game,0,43,4.71
Geni,1984,42,4.64
Mastabas,2019,49,4.83
XLR8,2008,31,4.15
Toru,2005,182,5.36
Scene It? Sports powered by ESPN,2005,79,5.13
The Gnumies,2001,213,5.35
Trivia Adventure,1983,32,4.56
The Transformers Game,1986,30,4.37
Lara Croft: Tomb Raider - The Angel of Darkness,2003,173,5.33
Spill and Spell,1956,133,5.16
Eselspiel,0,41,4.65
Star Wars: Death Star Assault Game,1995,63,4.84
Rummikub Rummy Dice Game,1995,92,5.08
Oraklos,1997,133,5.22
British Square,1978,41,4.62
Titanic,1998,40,4.85
Pirates of the Caribbean: Trading Card Game,2006,53,4.88
Soluna,2012,164,5.34
4th Reich: Puremen vs. the Mutants for Control of the World,1985,60,5.08
Cranium Cards,2009,69,5.04
Don Peperoni,2006,64,4.9
Cranium Zooreka!,2006,171,5.3
Can't Catch Harry,2019,69,5.08
"The Battle for Cassino: Assaulting the Gustav Line, 1944",1978,146,5.26
Grabsch,1998,30,4.33
Doctor Who: Battle for the Universe,1989,42,4.57
Goodnight Moon,1997,66,4.96
Rolling Thunder,1979,35,4.64
Romance of the Three Kingdoms Card Game,1999,52,4.7
4000 A.D.,1972,382,5.42
Sphinx,1999,230,5.37
Moce Albionu,1993,30,4.12
Finish Lines,1997,82,5.06
Star Wars: Hoth Ice Planet Adventure Game,1980,39,4.48
